scenario_id,base_converged,base_vm_min_pu,final_vm_min_pu,base_vm_max_pu,final_vm_max_pu,base_n_undervoltage,final_n_undervoltage,base_n_overvoltage,final_n_overvoltage,base_n_overloaded_lines,final_n_overloaded_lines,base_n_overloaded_trafos,final_n_overloaded_trafos,base_line_loading_max_pct,final_line_loading_max_pct,base_trafo_loading_max_pct,final_trafo_loading_max_pct,base_voltage_deficit_sum_pu,final_voltage_deficit_sum_pu,base_voltage_deficit_max_pu,final_voltage_deficit_max_pu,base_voltage_deficit_sq_sum_pu,final_voltage_deficit_sq_sum_pu,improved_vm_min,reduced_undervoltage_count,reduced_voltage_deficit_sum,accepted_action_count,termination_reason,taboo_event_count,error
fed_combined_load_1p5_line_136_MG3,True,0.7908611099782252,0.9220741922434204,1.05,1.05,55,19,0,0,0,0,0,0,6.0765151976819265,5.763581330355358,14.19739394094992,13.682521860196037,2.0126020679868883,0.1622311311612995,0.15913889002177473,0.0279258077565796,0.15658923828653828,0.0026875850352996123,True,True,True,12,stopped_max_iterations_reached,49,
fed_combined_load_1p5_line_138_MG3,True,0.7826906364493897,0.9216885257474428,1.0500000000000003,1.0500000000000003,59,21,0,0,0,0,0,0,6.091009712923393,5.774704572888269,14.254828336940179,13.72476502780819,2.372859733198344,0.21156585633647285,0.1673093635506102,0.0283114742525572,0.19142608336944875,0.0035357774978674156,True,True,True,12,stopped_max_iterations_reached,46,
fed_combined_load_1p5_line_139_MG3,True,0.768981060647516,0.921672094384922,1.05,1.0500000000000003,61,21,0,0,0,0,0,0,6.1056411024345385,5.773915844338849,14.429120472718363,13.793710180185053,2.6855780719399784,0.19495549020466807,0.18101893935248392,0.02832790561507792,0.22516534225120227,0.0034437901562879717,True,True,True,12,stopped_max_iterations_reached,56,
fed_combined_load_1p5_line_140_MG3,True,0.7639102758503381,0.9247190480755273,1.0500000000000003,1.05,62,24,0,0,0,0,0,0,6.111245922018115,5.778367764541299,14.431555628143467,13.789352829329099,2.7239027709440657,0.2623365179324293,0.18608972414966185,0.02528095192447266,0.23561421711560346,0.004442222236639275,True,True,True,12,stopped_max_iterations_reached,18,
fed_combined_load_1p5_line_165_MG1,True,0.7935144729986326,0.9214427906395972,1.0499999999999998,1.05,59,26,0,0,0,0,0,0,6.2253983288041725,5.848724691114413,14.191163763735688,13.72007424127562,2.227421658983036,0.2748232501274097,0.1564855270013673,0.028557209360402735,0.16825083054395956,0.004677639973289506,True,True,True,12,stopped_max_iterations_reached,69,
fed_combined_load_1p5_line_166_MG2,True,0.7967963216130244,0.923536465346924,1.0499999999999998,1.0500000000000003,54,28,0,0,0,0,0,0,6.085877813437614,5.782438061994001,14.168631352692545,13.745848873355438,1.9484098773147682,0.33333579251735945,0.15320367838697557,0.026463534653075937,0.145010641672177,0.0058231062663561374,True,True,True,12,stopped_max_iterations_reached,35,
fed_combined_load_1p5_line_167_MG2,True,0.7961602587341121,0.9213645805595524,1.05,1.05,57,25,0,0,0,0,0,0,6.083415071034177,5.778147282191625,14.170369451080008,13.741580057473108,1.9525898606946952,0.28151755985256577,0.15383974126588784,0.028635419440447563,0.14586465013250152,0.005129521632931304,True,True,True,12,stopped_max_iterations_reached,72,
fed_combined_load_1p5_line_168_MG1,True,0.7942109478647689,0.926248264055426,1.05,1.0500000000000003,60,26,0,0,0,0,0,0,6.201513520420216,5.8584887721643035,14.174063442276458,13.708609251902674,2.0531615097204234,0.29757664791967986,0.1557890521352311,0.023751735944573915,0.15520963429552706,0.004882259133217449,True,True,True,12,stopped_max_iterations_reached,20,
fed_combined_load_1p5_line_170_MG1,True,0.8026214100556468,0.9169725827308526,1.05,1.0500000000000005,50,28,0,0,0,0,0,0,5.896311073634524,5.648341065148561,13.816693292693078,13.449846820641007,1.7521526618483174,0.33737984001297094,0.14737858994435316,0.033027417269147374,0.12505021989382384,0.006235303157189409,True,True,True,12,stopped_max_iterations_reached,51,
fed_combined_load_1p5_line_171_MG3,False,Power Flow nr did not converge after 50 iterations!,base_non_converged
fed_combined_load_1p5_line_172_MG3,True,0.7593600044934549,0.8855798354005912,1.05,1.05,55,36,0,0,0,0,0,0,6.01673841358918,5.856714723969228,14.38652851879414,13.9844222258761,2.0410680103300085,0.5692373940850755,0.1906399955065451,0.0644201645994088,0.1547391581224654,0.015547800266720695,True,True,True,12,stopped_max_iterations_reached,134,
fed_combined_load_1p5_line_35_MG1,True,0.7933301072238151,0.925545441565401,1.05,1.0500000000000003,56,21,0,0,0,0,0,0,6.191936924405094,5.8406683524352285,14.170688160387718,13.696170869878745,2.0293539073211875,0.22831812898513315,0.15666989277618482,0.024454558434598983,0.1556704626908354,0.003873851309553907,True,True,True,12,stopped_max_iterations_reached,53,
fed_combined_load_1p5_line_36_MG1,True,0.7940657087622114,0.9249615373617556,1.05,1.05,58,20,0,0,0,0,0,0,6.197322784504669,5.8640390630659525,14.170869411555657,13.718683455255395,2.0654596825269653,0.2531310704334082,0.15593429123778857,0.025038462638244385,0.15556412174433001,0.004531299338649144,True,True,True,12,stopped_max_iterations_reached,47,
fed_combined_load_1p5_line_37_MG1,True,0.7988505820530878,0.9310763618836209,1.0499999999999998,1.0500000000000003,59,7,0,0,0,0,0,0,6.587711610174922,6.119775833320549,14.516232063844189,13.921236660784825,2.3129335792257475,0.05026203422943365,0.15114941794691217,0.018923638116379093,0.17367279883881975,0.0006310686456721286,True,True,True,12,stopped_max_iterations_reached,6,
fed_combined_load_1p5_line_39_MG1,True,0.7943137417853294,0.9258790405184252,1.0500000000000005,1.0500000000000003,56,21,0,0,0,0,0,0,6.198303881455883,5.849594075271842,14.170217991113857,13.699262531617954,2.0311267231862935,0.2321715154212296,0.15568625821467053,0.024120959481574777,0.15456339452941664,0.0039029536641198583,True,True,True,12,stopped_max_iterations_reached,20,
fed_combined_load_1p5_line_40_MG1,True,0.7927382723144725,0.9256196456808775,1.0500000000000003,1.0500000000000003,58,17,0,0,0,0,0,0,6.210006390281462,5.857041926211224,14.165272022923398,13.709765367170391,2.1146731000149943,0.21455385455488818,0.15726172768552749,0.024380354319122444,0.1653078364275055,0.003624630524850865,True,True,True,12,stopped_max_iterations_reached,88,
fed_combined_load_1p5_line_41_MG1,True,0.7918815722881061,0.9216872010308371,1.05,1.0500000000000003,57,23,0,0,0,0,0,0,6.215664964386139,5.8716321344277125,14.161279819505998,13.7027521203173,2.090032060683979,0.3002048445119303,0.15811842771189388,0.028312798969162833,0.1619274659283391,0.0059957010762016726,True,True,True,12,stopped_max_iterations_reached,75,
fed_combined_load_1p5_line_49_MG1,False,Power Flow nr did not converge after 50 iterations!,base_non_converged
fed_combined_load_1p5_line_84_MG2,True,0.7956796380041825,0.9207291341380337,1.0500000000000003,1.05,57,23,0,0,0,0,0,0,6.110566056738817,5.795924365455142,14.171497899097082,13.732691365557011,1.9949349424968306,0.2837809280717971,0.15432036199581745,0.029270865861966255,0.14937745551658085,0.005238141398753406,True,True,True,12,stopped_max_iterations_reached,50,
fed_combined_load_1p5_line_85_MG2,True,0.7953213662431615,0.9206995798753691,1.05,1.05,57,24,0,0,0,0,0,0,6.1110757890562235,5.795291935993814,14.200931716469054,13.760115235667628,1.9997400681631095,0.2794706136824501,0.15467863375683844,0.029300420124630855,0.15015511997159714,0.005216928089348437,True,True,True,10,stopped_no_rag_smart_gate_action_found,89,
fed_combined_load_1p5_line_86_MG2,True,0.7962552603219976,0.921394443513162,1.0500000000000005,1.0500000000000003,55,24,0,0,0,0,0,0,6.078492058672149,5.774689489444987,14.166411189881014,13.738771108946754,1.9466054755151019,0.2793938435192065,0.1537447396780024,0.028605556486837935,0.14551083643240126,0.005125475212521671,True,True,True,12,stopped_max_iterations_reached,44,
fed_combined_load_1p5_line_89_MG2,False,Power Flow nr did not converge after 50 iterations!,base_non_converged
fed_combined_load_1p5_line_91_MG2,True,0.7916141600102723,0.9317083614147357,1.0500000000000005,1.0500000000000005,60,12,0,0,0,0,0,0,6.446710601166688,6.016460504803454,14.1766209702726,13.560129438977183,2.4022129719952505,0.09748605212833594,0.15838583998972766,0.01829163858526428,0.18894344615434158,0.001172503596961538,True,True,True,12,stopped_max_iterations_reached,29,
fed_combined_load_1p5_line_92_MG2,True,0.7916141600102723,0.9317083614147357,1.0500000000000005,1.0500000000000005,60,12,0,0,0,0,0,0,6.446710601166688,6.016460504803454,14.1766209702726,13.560129438977183,2.4022129719952505,0.09748605212833594,0.15838583998972766,0.01829163858526428,0.18894344615434158,0.001172503596961538,True,True,True,12,stopped_max_iterations_reached,29,
fed_combined_load_1p5_line_96_MG2,True,0.7692528343173459,0.9366500477855769,1.0499999999999998,1.0500000000000003,58,6,0,0,0,0,0,0,6.316682787743498,5.936842517612159,16.183651275196116,15.342361882541978,2.2761230938851607,0.04774910970624757,0.18074716568265403,0.013349952214423033,0.19754224264289585,0.00048276771732995644,True,True,True,12,stopped_max_iterations_reached,6,
fed_combined_load_1p5_line_97_MG2,True,0.7723930104988274,0.9372871773499694,1.05,1.05,60,8,0,0,0,0,0,0,6.258387284507462,5.8694621834471725,16.02269224438363,15.198353492645781,2.2901246029742457,0.056706989224767135,0.1776069895011726,0.012712822650030597,0.1961266529135754,0.0005556963069333754,True,True,True,12,stopped_max_iterations_reached,4,
fed_combined_load_1p5_line_99_MG1,True,0.7901531145502109,0.888055605177509,1.05,1.05,64,33,0,0,0,0,0,0,7.193426684498238,6.595973308520191,15.112344189205057,14.465683702678108,2.7984337327348423,0.5702765708170783,0.1598468854497891,0.06194439482249092,0.23546757971038926,0.01591212621618581,True,True,True,12,stopped_max_iterations_reached,153,
fed_der_drop_all_sgens,True,0.9429999999999997,0.9519999999999996,1.05,1.05,3,0,0,0,0,0,0,0,4.475087324056149,4.475087324056163,3.5892305584092057,3.5892204432485015,0.01157976589714027,0.0,0.007000000000000228,0.0,6.546513082264418e-05,0.0,True,True,True,2,success_all_voltages_above_vmin,0,
fed_der_drop_mg1,True,0.9430000000000001,0.952,1.05,1.05,3,0,0,0,0,0,0,0,4.475087324056152,4.47508732405616,3.589609323116669,3.5895987576809,0.011457389590985634,0.0,0.006999999999999895,0.0,6.483984114864415e-05,0.0,True,True,True,2,success_all_voltages_above_vmin,0,
fed_der_drop_mg2,True,0.943,0.9519999999999998,1.0500000000000003,1.0500000000000005,3,0,0,0,0,0,0,0,4.475087324056153,4.47508732405616,3.5737806991483483,3.573770261835713,0.011511742968732586,0.0,0.007000000000000006,0.0,6.534664340088524e-05,0.0,True,True,True,2,success_all_voltages_above_vmin,0,
fed_der_drop_mg3,True,0.9430000000000001,0.952,1.0500000000000003,1.0500000000000003,3,0,0,0,0,0,0,0,4.47508732405615,4.475087324056166,3.5738456522419684,3.573835382923933,0.011468803789994597,0.0,0.006999999999999895,0.0,6.489642700961427e-05,0.0,True,True,True,2,success_all_voltages_above_vmin,0,
fed_der_drop_mg4,True,0.943,0.9520000000000001,1.05,1.05,3,0,0,0,0,0,0,0,4.475087324056158,4.475087324056161,3.5736977481032106,3.5736873127276794,0.011458909682403262,0.0,0.007000000000000006,0.0,6.491094654411825e-05,0.0,True,True,True,2,success_all_voltages_above_vmin,0,
fed_load_scale_0p7,True,0.9519999999999996,0.9519999999999996,1.05,1.05,0,0,0,0,0,0,0,0,4.475087324056151,4.475087324056151,5.3421880429853035,5.3421880429853035,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0,success_all_voltages_above_vmin,0,
fed_load_scale_0p85,True,0.9443844370085853,0.9502375410467275,1.05,1.05,1,0,0,0,0,0,0,0,4.475087324056155,4.475087324056147,3.191837457004588,3.1918361230734362,0.0056155629914146354,0.0,0.0056155629914146354,0.0,3.1534547710545686e-05,0.0,True,True,True,1,success_all_voltages_above_vmin,0,
fed_load_scale_1p0,True,0.9430000000000002,0.952,1.0500000000000003,1.05,3,0,0,0,0,0,0,0,4.475087324056156,4.475087324056151,3.5739011158814193,3.573890587188435,0.011439656235557871,0.0,0.006999999999999784,0.0,6.484531493504787e-05,0.0,True,True,True,2,success_all_voltages_above_vmin,0,
fed_load_scale_1p15,True,0.9417899976746202,0.9501845932720283,1.05,1.05,3,0,0,0,0,0,0,0,4.475087324056157,4.475087324056159,4.343102224356977,4.340791877512601,0.019776284375125686,0.0,0.008210002325379717,0.0,0.00013725506994057262,0.0,True,True,True,2,success_all_voltages_above_vmin,0,
fed_load_scale_1p25,True,0.9271276634242396,0.9501014506691148,1.05,1.0500000000000005,9,0,0,0,0,0,0,0,4.475087324056155,4.475087324056157,6.6831123097540495,6.663393641324192,0.0885179534888334,0.0,0.022872336575760377,0.0,0.0014233811627895041,0.0,True,True,True,4,success_all_voltages_above_vmin,0,
fed_load_scale_1p35,True,0.8985813698484044,0.9500058738368207,1.0500000000000003,1.05,15,0,0,0,0,0,0,0,4.482526630404399,4.475087324056163,9.250526336117291,9.187712582956618,0.2719532773362545,0.0,0.051418630151595535,0.0,0.009328118202594955,0.0,True,True,True,6,success_all_voltages_above_vmin,0,
fed_load_scale_1p45,True,0.8442685626992203,0.9504319894725258,1.05,1.0500000000000003,38,0,0,0,0,0,0,0,5.435815451589514,5.276541286972472,12.19808641179789,11.953445520630158,0.9097155768149578,0.0,0.10573143730077961,0.0,0.051232629426388135,0.0,True,True,True,8,success_all_voltages_above_vmin,0,
fed_load_scale_1p5,True,0.7978929973526577,0.9235682970288572,1.0499999999999998,1.0500000000000003,54,27,0,0,0,0,0,0,6.072601422115494,5.777399810288504,14.02182703461558,13.615214542672554,1.905991500190975,0.34308809424603615,0.15210700264734223,0.026431702971142723,0.14100966941173468,0.006322946247463849,True,True,True,12,stopped_max_iterations_reached,54,
fed_n1_tieline_101_MG1_to_MG3,True,0.9430000000000001,0.9520000000000002,1.05,1.05,3,0,0,0,0,0,0,0,4.475087324056163,4.475087324056159,3.5734815634909274,3.573473620172502,0.011449993153488824,0.0,0.006999999999999895,0.0,6.486047357272121e-05,0.0,True,True,True,2,success_all_voltages_above_vmin,0,
fed_n1_tieline_127_MG3_to_MG4,True,0.943,0.9519999999999998,1.0500000000000003,1.0500000000000003,3,0,0,0,0,0,0,0,4.475087324056156,4.475087324056159,3.573900645413599,3.5738901154405784,0.01143955020448284,0.0,0.007000000000000006,0.0,6.484525864076589e-05,0.0,True,True,True,2,success_all_voltages_above_vmin,0,
fed_n1_tieline_128_MG3_to_MG4,True,0.9429999999999998,0.9519999999999998,1.05,1.05,3,0,0,0,0,0,0,0,4.475087324056157,4.475087324056161,3.573811859058456,3.5738014918975387,0.01146034204204427,0.0,0.007000000000000117,0.0,6.489107312615354e-05,0.0,True,True,True,2,success_all_voltages_above_vmin,0,
fed_n1_tieline_129_MG3_to_MG4,True,0.943,0.9520000000000001,1.05,1.05,3,0,0,0,0,0,0,0,4.475087324056171,4.475087324056156,3.5738900637086326,3.5738795473926666,0.011441430807781705,0.0,0.007000000000000006,0.0,6.484987642671927e-05,0.0,True,True,True,2,success_all_voltages_above_vmin,0,
fed_n1_tieline_135_MG3_to_MG4,True,0.9429999999999998,0.952,1.0500000000000003,1.05,3,0,0,0,0,0,0,0,4.475087324056152,4.47508732405616,3.573919485556069,3.5739089891184808,0.011441947791771545,0.0,0.007000000000000117,0.0,6.484496523960572e-05,0.0,True,True,True,2,success_all_voltages_above_vmin,0,
fed_n1_tieline_136_MG3_to_MG4,True,0.9430000000000003,0.9519999999999998,1.0500000000000003,1.05,3,0,0,0,0,0,0,0,4.475087324056153,4.475087324056159,3.5739236512111057,3.5739131608110473,0.011442144066946214,0.0,0.006999999999999673,0.0,6.484443993374307e-05,0.0,True,True,True,2,success_all_voltages_above_vmin,0,
fed_n1_tieline_138_MG3_to_MG4,True,0.943,0.9519999999999998,1.05,1.05,3,0,0,0,0,0,0,0,4.47508732405616,4.475087324056159,3.5739270755946926,3.573916595141518,0.011443195118513327,0.0,0.007000000000000006,0.0,6.484523666521057e-05,0.0,True,True,True,2,success_all_voltages_above_vmin,0,
fed_n1_tieline_139_MG3_to_MG4,True,0.9430000000000001,0.9519999999999997,1.05,1.0500000000000003,3,0,0,0,0,0,0,0,4.475087324056157,4.47508732405615,3.5739187321520824,3.573908240191908,0.011442482187349001,0.0,0.006999999999999895,0.0,6.484584701777167e-05,0.0,True,True,True,2,success_all_voltages_above_vmin,0,
fed_n1_tieline_140_MG3_to_MG4,True,0.9430000000000001,0.952,1.05,1.0500000000000003,3,0,0,0,0,0,0,0,4.475087324056157,4.475087324056155,3.5739130937855514,3.573902585806114,0.011441140543407391,0.0,0.006999999999999895,0.0,6.484507291203961e-05,0.0,True,True,True,2,success_all_voltages_above_vmin,0,
fed_n1_tieline_165_MG1_to_MG4,True,0.9430000000000002,0.9519999999999998,1.0500000000000003,1.05,3,0,0,0,0,0,0,0,4.475087324056169,4.475087324056156,3.5713305716097077,3.571323922683706,0.011441721411751815,0.0,0.006999999999999784,0.0,6.484857747303636e-05,0.0,True,True,True,2,success_all_voltages_above_vmin,0,
fed_n1_tieline_166_MG2_to_MG4,True,0.9429999999999998,0.9519999999999997,1.0500000000000003,1.0500000000000005,3,0,0,0,0,0,0,0,4.475087324056152,4.475087324056163,3.5752432899741926,3.575236508658519,0.011437501866332855,0.0,0.007000000000000117,0.0,6.484246271184725e-05,0.0,True,True,True,2,success_all_voltages_above_vmin,0,
fed_n1_tieline_167_MG2_to_MG4,True,0.9430000000000003,0.952,1.0500000000000003,1.05,3,0,0,0,0,0,0,0,4.475087324056156,4.475087324056157,3.573166418798688,3.573155858545865,0.011439624379795399,0.0,0.006999999999999673,0.0,6.484531495724668e-05,0.0,True,True,True,2,success_all_voltages_above_vmin,0,
fed_n1_tieline_168_MG1_to_MG4,True,0.943,0.9514658419439959,1.0500000000000003,1.05,3,0,0,0,0,0,0,0,4.47508732405616,4.47508732405616,3.5754811423370296,3.5754705483589437,0.011440372673387933,0.0,0.007000000000000006,0.0,6.484562410243922e-05,0.0,True,True,True,2,success_all_voltages_above_vmin,0,
fed_n1_tieline_170_MG1_to_MG4,True,0.9429999999999995,0.9519999999999998,1.0500000000000003,1.05,3,0,0,0,0,0,0,0,4.475087324056163,4.475087324056158,3.4725380453569037,3.472527645678546,0.011404624365017435,0.0,0.00700000000000045,0.0,6.484549439150467e-05,0.0,True,True,True,2,success_all_voltages_above_vmin,0,
fed_n1_tieline_171_MG3_to_MG4,True,0.8859451857444657,0.9519999999999997,1.05,1.05,3,0,0,0,0,0,0,0,4.475087324056165,4.475087324056157,3.5732654630035015,3.573266523539172,0.11690217089504273,0.0,0.06405481425553428,0.0,0.006508979225309675,0.0,True,True,True,2,success_all_voltages_above_vmin,0,
fed_n1_tieline_172_MG3_to_MG4,True,0.943,0.9519999999999998,1.0500000000000003,1.0500000000000003,2,0,0,0,0,0,0,0,4.475087324056162,4.475087324056155,3.5738097886618614,3.5738105303960523,0.010951220376193338,0.0,0.007000000000000006,0.0,6.461214246124546e-05,0.0,True,True,True,2,success_all_voltages_above_vmin,0,
fed_n1_tieline_35_MG1_to_MG2,True,0.9429999999999997,0.952,1.05,1.05,3,0,0,0,0,0,0,0,4.475087324056153,4.475087324056162,3.5642771105485376,3.5642706318115045,0.011450156694271518,0.0,0.007000000000000228,0.0,6.486090452709178e-05,0.0,True,True,True,2,success_all_voltages_above_vmin,0,
fed_n1_tieline_36_MG1_to_MG2,True,0.94216641532164,0.9508659182329912,1.05,1.05,4,0,0,0,0,0,0,0,4.47508732405615,4.47508732405616,3.572031693509028,3.572018167724068,0.019275038499878328,0.0,0.007833584678359928,0.0,0.0001262129672337718,0.0,True,True,True,3,success_all_voltages_above_vmin,0,
fed_n1_tieline_37_MG1_to_MG2,True,0.9430000000000002,0.9519999999999998,1.0500000000000003,1.05,3,0,0,0,0,0,0,0,4.475087324056156,4.4750873240561475,3.6019014004198247,3.601896070760057,0.011342941920580607,0.0,0.006999999999999784,0.0,6.47160250449354e-05,0.0,True,True,True,2,success_all_voltages_above_vmin,0,
fed_n1_tieline_39_MG1_to_MG2,True,0.9429999999999998,0.952,1.05,1.05,3,0,0,0,0,0,0,0,4.475087324056156,4.4750873240561555,3.5752294153683963,3.575218777838899,0.011439964237302203,0.0,0.007000000000000117,0.0,6.484550799144148e-05,0.0,True,True,True,2,success_all_voltages_above_vmin,0,
fed_n1_tieline_40_MG1_to_MG2,True,0.9430000000000001,0.9520000000000001,1.05,1.0500000000000003,3,0,0,0,0,0,0,0,4.475087324056161,4.475087324056156,3.55985350894768,3.5598332184351182,0.011433157159318919,0.0,0.006999999999999895,0.0,6.482503056212917e-05,0.0,True,True,True,2,success_all_voltages_above_vmin,0,
fed_n1_tieline_41_MG1_to_MG2,True,0.9430000000000002,0.9519999999999998,1.0500000000000005,1.05,3,0,0,0,0,0,0,0,4.475087324056156,4.475087324056151,3.5761739965118213,3.576155362751577,0.0114414498252291,0.0,0.006999999999999784,0.0,6.485213980353223e-05,0.0,True,True,True,2,success_all_voltages_above_vmin,0,
fed_n1_tieline_49_MG1_to_MG2,True,0.9430000000000001,0.9519999999999997,1.0500000000000003,1.05,4,0,0,0,0,0,0,0,4.475087324056162,4.475087324056153,3.6804846826372453,3.6803178223101347,0.017260486672373454,0.0,0.006999999999999895,0.0,9.990482952675513e-05,0.0,True,True,True,3,success_all_voltages_above_vmin,0,
fed_n1_tieline_84_MG2_to_MG3,True,0.943,0.9519999999999998,1.0500000000000003,1.0500000000000003,3,0,0,0,0,0,0,0,4.475087324056158,4.475087324056158,3.574094322815349,3.574083843280392,0.011570159651505874,0.0,0.007000000000000006,0.0,6.589552569428962e-05,0.0,True,True,True,2,success_all_voltages_above_vmin,0,
fed_n1_tieline_85_MG2_to_MG3,True,0.9429999999999998,0.9519999999999997,1.05,1.05,3,0,0,0,0,0,0,0,4.4750873240561555,4.47508732405615,3.5741050082909647,3.5740944985208523,0.011484284655128074,0.0,0.007000000000000117,0.0,6.51955522107394e-05,0.0,True,True,True,2,success_all_voltages_above_vmin,0,
fed_n1_tieline_86_MG2_to_MG3,True,0.9429999999999998,0.9519999999999998,1.0500000000000005,1.05,3,0,0,0,0,0,0,0,4.475087324056161,4.475087324056151,3.573894114779905,3.573883591826118,0.011446813051650184,0.0,0.007000000000000117,0.0,6.490189327543337e-05,0.0,True,True,True,2,success_all_voltages_above_vmin,0,
fed_n1_tieline_89_MG2_to_MG3,True,0.9430000000000001,0.9512567414195796,1.0500000000000003,1.0500000000000003,4,0,0,0,0,0,0,0,4.475087324056153,4.475087324056162,3.531729937284995,3.530286771773157,0.018149758372567826,0.0,0.006999999999999895,0.0,0.00010699213754358784,0.0,True,True,True,3,success_all_voltages_above_vmin,0,
fed_n1_tieline_91_MG2_to_MG3,True,0.943,0.9519999999999997,1.05,1.05,3,0,0,0,0,0,0,0,4.475087324056151,4.475087324056153,3.577044165938487,3.5770331159566306,0.011081726999295216,0.0,0.007000000000000006,0.0,6.217692329254518e-05,0.0,True,True,True,2,success_all_voltages_above_vmin,0,
fed_n1_tieline_92_MG2_to_MG3,True,0.943,0.9519999999999997,1.05,1.05,3,0,0,0,0,0,0,0,4.475087324056151,4.475087324056153,3.577044165938487,3.5770331159566306,0.011081726999295216,0.0,0.007000000000000006,0.0,6.217692329254518e-05,0.0,True,True,True,2,success_all_voltages_above_vmin,0,
fed_n1_tieline_96_MG2_to_MG3,True,0.9430000000000001,0.9519999999999998,1.0500000000000003,1.05,3,0,0,0,0,0,0,0,4.475087324056163,4.475087324056155,3.5746459328527798,3.5746353584456445,0.01135568322272984,0.0,0.006999999999999895,0.0,6.390512553605024e-05,0.0,True,True,True,2,success_all_voltages_above_vmin,0,
fed_n1_tieline_97_MG2_to_MG3,True,0.9429999999999998,0.9520000000000001,1.05,1.0500000000000005,3,0,0,0,0,0,0,0,4.475087324056161,4.475087324056166,3.574335677152518,3.5743251240254277,0.011367792909934726,0.0,0.007000000000000117,0.0,6.405644133438967e-05,0.0,True,True,True,2,success_all_voltages_above_vmin,0,
fed_n1_tieline_99_MG1_to_MG3,True,0.9429999999999998,0.9519999999999998,1.05,1.05,3,0,0,0,0,0,0,0,4.475087324056163,4.475087324056158,3.5743324774909944,3.5743248566579573,0.01142943502731153,0.0,0.007000000000000117,0.0,6.483032849816228e-05,0.0,True,True,True,2,success_all_voltages_above_vmin,0,
