scenario_id,v2b_base_vm_min,v2r_base_vm_min,base_vm_min_diff,v2b_base_uv,v2r_base_uv,base_uv_diff,v2b_final_vm_min,v2r_final_vm_min,delta_final_vm_min,v2b_final_uv,v2r_final_uv,delta_final_uv,v2b_final_deficit,v2r_final_deficit,delta_final_deficit,v2b_termination,v2r_termination,v2b_final_vm_max_pu,v2r_final_vm_max_pu,delta_final_vm_max_pu,v2b_final_n_overvoltage,v2r_final_n_overvoltage,delta_final_n_overvoltage,v2b_final_line_loading_max_pct,v2r_final_line_loading_max_pct,delta_final_line_loading_max_pct,v2b_final_trafo_loading_max_pct,v2r_final_trafo_loading_max_pct,delta_final_trafo_loading_max_pct,v2b_final_n_overloaded_lines,v2r_final_n_overloaded_lines,delta_final_n_overloaded_lines,v2b_final_n_overloaded_trafos,v2r_final_n_overloaded_trafos,delta_final_n_overloaded_trafos,choose_v2r,router_method,router_final_uv,router_final_vm_min,router_final_deficit
fed_combined_load_1p35_line_167_MG2,0.8980536141796666,0.8980536141796666,0.0,15.0,15.0,0.0,0.9346602372015628,0.9500041949342344,0.0153439577326716,8.0,0.0,-8.0,0.0750119176808501,0.0,-0.0750119176808501,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.475087324056149,4.47508732405616,1.0658141036401504e-14,9.312781899410655,9.299647994902504,-0.0131339045081517,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9500041949342344,0.0
fed_combined_load_1p35_line_168_MG1,0.8975545030054425,0.8975545030054425,0.0,17.0,17.0,0.0,0.9402920214859224,0.9500808403845225,0.0097888188986,6.0,0.0,-6.0,0.0294051936328437,0.0,-0.0294051936328437,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.496964433892038,4.510326214449299,0.0133617805572612,9.237991901469284,9.279277031462852,0.0412851299935681,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9500808403845225,0.0
fed_combined_load_1p35_line_170_MG1,0.8997228882748837,0.8997228882748837,0.0,14.0,14.0,0.0,0.9365678477294488,0.950194633316213,0.0136267855867642,3.0,0.0,-3.0,,0.0,,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056156,4.475087324056163,6.217248937900877e-15,9.076394939079409,9.089026596247852,0.012631657168443,0.0,0.0,0.0,0.0,0.0,0.0,False,v2b,3.0,0.9365678477294488,
fed_combined_load_1p35_line_171_MG3,0.7273865304447327,0.7273865304447327,0.0,17.0,17.0,0.0,0.9386109488410036,0.950007143963047,0.0113961951220433,5.0,0.0,-5.0,0.0306213251378296,0.0,-0.0306213251378296,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.475087324056159,4.475087324056156,-2.664535259100376e-15,9.550259237029865,9.57970555996152,0.0294463229316548,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.950007143963047,0.0
fed_combined_load_1p35_line_172_MG3,0.884434237471361,0.884434237471361,0.0,15.0,15.0,0.0,0.9373867011946276,0.9500066940156792,0.0126199928210515,7.0,0.0,-7.0,0.0456073464467569,0.0,-0.0456073464467569,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.475087324056156,4.47508732405615,-6.217248937900877e-15,9.377214714131368,9.39598375871176,0.0187690445803916,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9500066940156792,0.0
fed_combined_load_1p35_line_35_MG1,0.8971887175389125,0.8971887175389125,0.0,15.0,15.0,0.0,0.934664618026342,0.9500745240860532,0.0154099060597111,4.0,0.0,-4.0,0.0293645677184065,0.0,-0.0293645677184065,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.500619996520505,4.496992712866136,-0.0036272836543682,9.210836393195438,9.269145582830282,0.0583091896348442,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9500745240860532,0.0
fed_combined_load_1p35_line_36_MG1,0.897492755711725,0.897492755711725,0.0,17.0,17.0,0.0,0.9394435628847536,0.9511100911641556,0.0116665282794019,5.0,0.0,-5.0,0.0347401725258736,0.0,-0.0347401725258736,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.528200078324217,4.507955162886898,-0.0202449154373196,9.268574233622852,9.27629607809001,0.0077218444671576,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9511100911641556,0.0
fed_combined_load_1p35_line_37_MG1,0.9002571281697948,0.9002571281697948,0.0,18.0,18.0,0.0,0.9380226952385003,0.9514001581739449,0.0133774629354445,3.0,0.0,-3.0,0.016728897370864,0.0,-0.016728897370864,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.732452945161633,4.741205387148844,0.0087524419872115,9.489316312775902,9.480801644363265,-0.0085146684126371,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9514001581739449,0.0
fed_combined_load_1p35_line_39_MG1,0.8975828805429477,0.8975828805429477,0.0,15.0,15.0,0.0,0.940487507978652,0.9501107437579684,0.0096232357793164,5.0,0.0,-5.0,0.0238134779456605,0.0,-0.0238134779456605,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.511261210602802,4.509661012293989,-0.0016001983088127,9.26148734326389,9.278330199986366,0.0168428567224765,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9501107437579684,0.0
fed_combined_load_1p35_line_40_MG1,0.8972289788680738,0.8972289788680738,0.0,16.0,16.0,0.0,0.9409470817827742,0.9513188908805325,0.0103718090977582,4.0,0.0,-4.0,0.0198977479649423,0.0,-0.0198977479649423,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.502730902241623,4.509247376659398,0.0065164744177748,9.2694124989268,9.268403217665544,-0.0010092812612558,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9513188908805325,0.0
fed_combined_load_1p35_line_41_MG1,0.896919988022324,0.896919988022324,0.0,16.0,16.0,0.0,0.939258874844294,0.9506967746420548,0.0114378997977607,3.0,0.0,-3.0,0.0233908096619296,0.0,-0.0233908096619296,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.479125120259273,4.514214468127261,0.0350893478679887,9.249515562839257,9.2644644961801,0.0149489333408432,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9506967746420548,0.0
fed_combined_load_1p35_line_49_MG1,0.8672168568007674,0.8672168568007674,0.0,24.0,24.0,0.0,0.9402752739589912,0.950054480118866,0.0097792061598747,6.0,0.0,-6.0,0.0250916661924559,0.0,-0.0250916661924559,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.475087324056155,4.475087324056161,6.217248937900877e-15,9.119463815814616,9.171043699477485,0.0515798836628693,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.950054480118866,0.0
fed_combined_load_1p35_line_84_MG2,0.8980466054518528,0.8980466054518528,0.0,15.0,15.0,0.0,0.9406795837230636,0.9500027658169814,0.0093231820939178,5.0,0.0,-5.0,0.0342583944518798,0.0,-0.0342583944518798,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.475087324056163,4.475087324056166,3.552713678800501e-15,9.280762421305148,9.286269328191722,0.0055069068865734,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9500027658169814,0.0
fed_combined_load_1p35_line_85_MG2,0.8979743362157987,0.8979743362157987,0.0,15.0,15.0,0.0,0.9403594633805006,0.950002961288813,0.0096434979083124,4.0,0.0,-4.0,0.0290702365281994,0.0,-0.0290702365281994,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056163,4.475087324056161,-1.7763568394002505e-15,9.27215507345806,9.304099165969278,0.0319440925112175,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.950002961288813,0.0
fed_combined_load_1p35_line_86_MG2,0.8980646357351022,0.8980646357351022,0.0,15.0,15.0,0.0,0.9414472845473302,0.9500046873647724,0.0085574028174422,1.0,0.0,-1.0,0.0085527154526697,0.0,-0.0085527154526697,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.0499999999999998,-2.220446049250313e-16,0.0,0.0,0.0,4.475087324056164,4.47508732405615,-1.4210854715202004e-14,9.293711400908364,9.298071621242084,0.0043602203337194,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9500046873647724,0.0
fed_combined_load_1p35_line_91_MG2,0.8979605487554452,0.8979605487554452,0.0,16.0,16.0,0.0,0.9430000000000002,0.9500200900935084,0.0070200900935082,2.0,0.0,-2.0,0.008027961385666,0.0,-0.008027961385666,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.600742543376368,4.619110823134927,0.0183682797585591,9.111558464601828,9.120679803840646,0.0091213392388187,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9500200900935084,0.0
fed_combined_load_1p35_line_92_MG2,0.8979605487554452,0.8979605487554452,0.0,16.0,16.0,0.0,0.9430000000000002,0.9500200900935084,0.0070200900935082,2.0,0.0,-2.0,0.008027961385666,0.0,-0.008027961385666,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.600742543376368,4.619110823134927,0.0183682797585591,9.111558464601828,9.120679803840646,0.0091213392388187,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9500200900935084,0.0
fed_combined_load_1p35_line_96_MG2,0.8912719929426037,0.8912719929426037,0.0,16.0,16.0,0.0,0.941633195056978,0.950010265080016,0.008377070023038,2.0,0.0,-2.0,0.0100148191959211,0.0,-0.0100148191959211,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.550160562112296,4.551555166303099,0.0013946041908026,10.471463709570392,10.518097799298552,0.04663408972816,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.950010265080016,0.0
fed_combined_load_1p35_line_97_MG2,0.8920163329395808,0.8920163329395808,0.0,14.0,14.0,0.0,0.9465125795853622,0.9500168362049726,0.0035042566196104,1.0,0.0,-1.0,0.0034874204146377,0.0,-0.0034874204146377,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.5116272633979895,4.513559147116951,0.0019318837189619,10.373685390381658,10.417980229528473,0.0442948391468149,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9500168362049726,0.0
fed_combined_load_1p35_line_99_MG1,0.9018540411138668,0.9018540411138668,0.0,16.0,16.0,0.0,0.9441458621691255,0.9500438385407184,0.0058979763715928,3.0,0.0,-3.0,0.0091289959527638,0.0,-0.0091289959527638,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.881165370710999,4.893701416229687,0.0125360455186882,9.551807474477734,9.610565787972645,0.058758313494911,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9500438385407184,0.0
fed_combined_load_1p5_line_101_MG1,0.7962398095319806,0.7962398095319806,0.0,61.0,61.0,0.0,0.8713328327048667,0.8758308242412164,0.0044979915363496,38.0,36.0,-2.0,0.749422748177033,0.589531102694998,-0.159891645482035,stopped_no_deficit_reducing_safe_action_found,stopped_max_iterations_reached,1.05,1.05,0.0,0.0,0.0,0.0,6.4598436768172975,6.494634122439648,0.0347904456223506,14.210356445443423,14.246863832652863,0.0365073872094399,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,36.0,0.8758308242412164,0.589531102694998
fed_combined_load_1p5_line_127_MG3,0.7930057825838879,0.7930057825838879,0.0,55.0,55.0,0.0,0.92697729881701,0.9244591773956932,-0.0025181214213167,21.0,28.0,7.0,0.2235644060222825,0.3068046819373939,0.0832402759151114,stopped_no_deficit_reducing_safe_action_found,stopped_max_iterations_reached,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,5.735817740008853,5.757271809639748,0.0214540696308951,13.518330920706942,13.7156130637338,0.1972821430268574,0.0,0.0,0.0,0.0,0.0,0.0,False,v2b,21.0,0.92697729881701,0.2235644060222825
fed_combined_load_1p5_line_128_MG3,0.7832867726808782,0.7832867726808782,0.0,60.0,60.0,0.0,0.9135165176801856,0.9218715500128504,0.0083550323326647,27.0,15.0,-12.0,0.4047832408172859,0.152627675810226,-0.2521555650070599,stopped_no_deficit_reducing_safe_action_found,stopped_max_iterations_reached,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,5.720453316845235,5.767757105483218,0.0473037886379827,13.6357800729228,13.7805153554295,0.1447352825066996,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,15.0,0.9218715500128504,0.152627675810226
fed_combined_load_1p5_line_129_MG3,0.7921942302948268,0.7921942302948268,0.0,57.0,57.0,0.0,0.9045013912917922,0.9244754253200376,0.0199740340282453,25.0,26.0,1.0,0.296901427160108,0.3295353132901832,0.0326338861300752,stopped_no_deficit_reducing_safe_action_found,stopped_max_iterations_reached,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,5.805232030172672,5.776695824960866,-0.0285362052118056,13.596973532782176,13.745028243155916,0.1480547103737404,0.0,0.0,0.0,0.0,0.0,0.0,False,v2b,25.0,0.9045013912917922,0.296901427160108
fed_combined_load_1p5_line_135_MG3,0.7844470074852558,0.7844470074852558,0.0,58.0,58.0,0.0,0.921594810455158,0.9224853385548092,0.0008905280996511,16.0,17.0,1.0,0.2083656183540785,0.1764069342244094,-0.031958684129669,stopped_no_deficit_reducing_safe_action_found,stopped_max_iterations_reached,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,5.761876930897506,5.7746022715602345,0.0127253406627287,13.57181852486,13.70373390843975,0.1319153835797504,0.0,0.0,0.0,0.0,0.0,0.0,False,v2b,16.0,0.921594810455158,0.2083656183540785
fed_combined_load_1p5_line_136_MG3,0.7908611099782252,0.7908611099782252,0.0,55.0,55.0,0.0,0.9230264521625288,0.9220741922434204,-0.0009522599191084,16.0,19.0,3.0,0.2057309091140956,0.1622311311612995,-0.0434997779527961,stopped_max_iterations_reached,stopped_max_iterations_reached,1.05,1.05,0.0,0.0,0.0,0.0,5.7302984879258965,5.763581330355358,0.0332828424294611,13.583693867246264,13.682521860196037,0.0988279929497721,0.0,0.0,0.0,0.0,0.0,0.0,False,v2b,16.0,0.9230264521625288,0.2057309091140956
fed_combined_load_1p5_line_138_MG3,0.7826906364493897,0.7826906364493897,0.0,59.0,59.0,0.0,0.9117961396951272,0.9216885257474428,0.0098923860523155,21.0,21.0,0.0,0.2849754411884039,0.2115658563364728,-0.0734095848519311,stopped_no_deficit_reducing_safe_action_found,stopped_max_iterations_reached,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,5.75526085465863,5.774704572888269,0.0194437182296391,13.460929275843204,13.72476502780819,0.2638357519649847,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,21.0,0.9216885257474428,0.2115658563364728
fed_combined_load_1p5_line_139_MG3,0.768981060647516,0.768981060647516,0.0,61.0,61.0,0.0,0.9277665472838406,0.921672094384922,-0.0060944528989185,16.0,21.0,5.0,0.1893859059521178,0.194955490204668,0.0055695842525502,stopped_max_iterations_reached,stopped_max_iterations_reached,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,5.774953098439786,5.773915844338849,-0.0010372541009369,13.73450827043644,13.793710180185052,0.0592019097486122,0.0,0.0,0.0,0.0,0.0,0.0,False,v2b,16.0,0.9277665472838406,0.1893859059521178
fed_combined_load_1p5_line_140_MG3,0.7639102758503381,0.7639102758503381,0.0,62.0,62.0,0.0,0.9229814503851372,0.9247190480755272,0.0017375976903899,23.0,24.0,1.0,0.3307885115346887,0.2623365179324293,-0.0684519936022594,stopped_no_deficit_reducing_safe_action_found,stopped_max_iterations_reached,1.05,1.05,0.0,0.0,0.0,0.0,5.736212630811082,5.778367764541299,0.0421551337302172,13.682752172163436,13.7893528293291,0.1066006571656643,0.0,0.0,0.0,0.0,0.0,0.0,False,v2b,23.0,0.9229814503851372,0.3307885115346887
fed_combined_load_1p5_line_165_MG1,0.7935144729986326,0.7935144729986326,0.0,59.0,59.0,0.0,0.914819566874772,0.9214427906395972,0.0066232237648252,17.0,26.0,9.0,0.2519009899562529,0.2748232501274097,0.0229222601711568,stopped_no_deficit_reducing_safe_action_found,stopped_max_iterations_reached,1.05,1.05,0.0,0.0,0.0,0.0,5.877073654100448,5.848724691114413,-0.0283489629860351,13.556478270453978,13.72007424127562,0.1635959708216425,0.0,0.0,0.0,0.0,0.0,0.0,False,v2b,17.0,0.914819566874772,0.2519009899562529
fed_combined_load_1p5_line_166_MG2,0.7967963216130244,0.7967963216130244,0.0,54.0,54.0,0.0,0.9249441486856798,0.923536465346924,-0.0014076833387557,15.0,28.0,13.0,0.189878687257193,0.3333357925173594,0.1434571052601664,stopped_no_deficit_reducing_safe_action_found,stopped_max_iterations_reached,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,5.777405750305597,5.782438061994001,0.0050323116884039,13.597693268864042,13.745848873355438,0.1481556044913965,0.0,0.0,0.0,0.0,0.0,0.0,False,v2b,15.0,0.9249441486856798,0.189878687257193
fed_combined_load_1p5_line_167_MG2,0.7961602587341121,0.7961602587341121,0.0,57.0,57.0,0.0,0.9261562022587184,0.9213645805595524,-0.004791621699166,17.0,25.0,8.0,0.1638659230880506,0.2815175598525657,0.1176516367645151,stopped_no_deficit_reducing_safe_action_found,stopped_max_iterations_reached,1.05,1.05,0.0,0.0,0.0,0.0,5.773423720490926,5.778147282191625,0.0047235617006995,13.56909063893853,13.741580057473108,0.1724894185345782,0.0,0.0,0.0,0.0,0.0,0.0,False,v2b,17.0,0.9261562022587184,0.1638659230880506
fed_combined_load_1p5_line_168_MG1,0.7942109478647689,0.7942109478647689,0.0,60.0,60.0,0.0,0.9308148325848188,0.926248264055426,-0.0045665685293927,23.0,26.0,3.0,0.2053737484053719,0.2975766479196798,0.0922028995143079,stopped_max_iterations_reached,stopped_max_iterations_reached,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,5.864436304026068,5.858488772164304,-0.0059475318617634,13.68424324101993,13.708609251902674,0.0243660108827441,0.0,0.0,0.0,0.0,0.0,0.0,False,v2b,23.0,0.9308148325848188,0.2053737484053719
fed_combined_load_1p5_line_170_MG1,0.8026214100556468,0.8026214100556468,0.0,50.0,50.0,0.0,0.9331257885913044,0.9169725827308526,-0.0161532058604517,13.0,28.0,15.0,,0.3373798400129709,,stopped_no_deficit_reducing_safe_action_found,stopped_max_iterations_reached,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,5.628666313244848,5.648341065148561,0.0196747519037128,13.309633472421147,13.449846820641008,0.1402133482198611,0.0,0.0,0.0,0.0,0.0,0.0,False,v2b,13.0,0.9331257885913044,
fed_combined_load_1p5_line_172_MG3,0.7593600044934549,0.7593600044934549,0.0,55.0,55.0,0.0,0.906931986898518,0.8855798354005912,-0.0213521514979267,27.0,36.0,9.0,0.4017098877075361,0.5692373940850755,0.1675275063775393,stopped_no_deficit_reducing_safe_action_found,stopped_max_iterations_reached,1.05,1.05,0.0,0.0,0.0,0.0,5.7911084250005285,5.856714723969228,0.0656062989686994,13.944901518908711,13.9844222258761,0.039520706967389,0.0,0.0,0.0,0.0,0.0,0.0,False,v2b,27.0,0.906931986898518,0.4017098877075361
fed_combined_load_1p5_line_35_MG1,0.7933301072238151,0.7933301072238151,0.0,56.0,56.0,0.0,0.9269554675434468,0.925545441565401,-0.0014100259780458,10.0,21.0,11.0,0.1036910652736338,0.2283181289851331,0.1246270637114993,stopped_max_iterations_reached,stopped_max_iterations_reached,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,5.858603419297666,5.8406683524352285,-0.0179350668624378,13.569195691929812,13.696170869878744,0.1269751779489318,0.0,0.0,0.0,0.0,0.0,0.0,False,v2b,10.0,0.9269554675434468,0.1036910652736338
fed_combined_load_1p5_line_36_MG1,0.7940657087622114,0.7940657087622114,0.0,58.0,58.0,0.0,0.919438339999103,0.9249615373617556,0.0055231973626526,28.0,20.0,-8.0,0.4304342346010039,0.2531310704334082,-0.1773031641675956,stopped_no_deficit_reducing_safe_action_found,stopped_max_iterations_reached,1.05,1.05,0.0,0.0,0.0,0.0,5.8666087566179606,5.8640390630659525,-0.002569693552008,13.635636058697417,13.718683455255396,0.0830473965579798,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,20.0,0.9249615373617556,0.2531310704334082
fed_combined_load_1p5_line_37_MG1,0.7988505820530878,0.7988505820530878,0.0,59.0,59.0,0.0,0.9188629911500088,0.9310763618836208,0.0122133707336119,18.0,7.0,-11.0,0.2226783237758848,0.0502620342294336,-0.1724162895464512,stopped_max_iterations_reached,stopped_max_iterations_reached,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,6.140069211226068,6.119775833320549,-0.0202933779055189,13.878951085281887,13.921236660784825,0.0422855755029374,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,7.0,0.9310763618836208,0.0502620342294336
fed_combined_load_1p5_line_39_MG1,0.7943137417853294,0.7943137417853294,0.0,56.0,56.0,0.0,0.9272930461709118,0.9258790405184252,-0.0014140056524866,16.0,21.0,5.0,0.1655731388679435,0.2321715154212296,0.0665983765532861,stopped_max_iterations_reached,stopped_max_iterations_reached,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,5.8026641760639865,5.849594075271842,0.0469298992078552,13.58572946905582,13.699262531617954,0.1135330625621335,0.0,0.0,0.0,0.0,0.0,0.0,False,v2b,16.0,0.9272930461709118,0.1655731388679435
fed_combined_load_1p5_line_40_MG1,0.7927382723144725,0.7927382723144725,0.0,58.0,58.0,0.0,0.9296974374248506,0.9256196456808776,-0.0040777917439729,17.0,17.0,0.0,0.1444300470851709,0.2145538545548881,0.0701238074697171,stopped_max_iterations_reached,stopped_max_iterations_reached,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,5.85943305161017,5.857041926211224,-0.0023911253989457,13.532452002521254,13.709765367170393,0.1773133646491391,0.0,0.0,0.0,0.0,0.0,0.0,False,v2b,17.0,0.9296974374248506,0.1444300470851709
fed_combined_load_1p5_line_41_MG1,0.7918815722881061,0.7918815722881061,0.0,57.0,57.0,0.0,0.905968673353893,0.9216872010308372,0.0157185276769442,34.0,23.0,-11.0,0.4795419215777593,0.3002048445119303,-0.179337077065829,stopped_no_deficit_reducing_safe_action_found,stopped_max_iterations_reached,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,5.941080723687009,5.8716321344277125,-0.0694485892592968,13.709471515266364,13.7027521203173,-0.006719394949064,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,23.0,0.9216872010308372,0.3002048445119303
fed_combined_load_1p5_line_84_MG2,0.7956796380041825,0.7956796380041825,0.0,57.0,57.0,0.0,0.9174576894372892,0.9207291341380336,0.0032714447007443,24.0,23.0,-1.0,0.324596794409163,0.2837809280717971,-0.0408158663373658,stopped_no_deficit_reducing_safe_action_found,stopped_max_iterations_reached,1.05,1.05,0.0,0.0,0.0,0.0,5.774903671250741,5.795924365455142,0.0210206942044006,13.632458489753466,13.732691365557011,0.1002328758035453,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,23.0,0.9207291341380336,0.2837809280717971
fed_combined_load_1p5_line_85_MG2,0.7953213662431615,0.7953213662431615,0.0,57.0,57.0,0.0,0.9216821191694496,0.9206995798753692,-0.0009825392940804,19.0,24.0,5.0,0.2149891909877327,0.2794706136824501,0.0644814226947173,stopped_no_deficit_reducing_safe_action_found,stopped_no_rag_smart_gate_action_found,1.05,1.05,0.0,0.0,0.0,0.0,5.74493492687644,5.795291935993814,0.0503570091173735,13.619422056172445,13.760115235667628,0.1406931794951837,0.0,0.0,0.0,0.0,0.0,0.0,False,v2b,19.0,0.9216821191694496,0.2149891909877327
